order	family	genus	species	subspecies	variety	form	id	territory:lu	territory:az	territory:ma
Asterales	Campanulaceae	Wahlenbergia	lobelioides {(L.f.) Link}	lobelioides {}			3513			NATIVE
Asterales	Campanulaceae	Azorina	vidalii {(H.C.Watson) Feer}				3507		ENDEMIC	
Asterales	Campanulaceae	Musschia	aurea {(L.f.) Dumort.}				3510			ENDEMIC
Asterales	Campanulaceae	Musschia	isambertoi {M.Seq., R.Jardim, Magda Silva & L.Carvalho}				3511			ENDEMIC
Asterales	Campanulaceae	Musschia	wollastonii {Lowe}				3512			ENDEMIC
Asterales	Menyanthaceae	Menyanthes	trifoliata {L.}				2035	NATIVE		
Asterales	Menyanthaceae	Nymphoides	peltata {(S.G.Gmel.) Kuntze}				2036	NATIVE		
Ericales	Balsaminaceae	Impatiens	balsamina {L.}				3454			EXOTIC
Ericales	Balsaminaceae	Impatiens	sodenii {Engl. & Warb. ex Engl.}				3455			EXOTIC
Ericales	Balsaminaceae	Impatiens	walleriana {Hook.f.}				3456			EXOTIC
Ericales	Clethraceae	Clethra	arborea {Aiton}				3529		EXOTIC	ENDEMIC
Ericales	Ericaceae	Arbutus	unedo {L.}				1270	NATIVE		EXOTIC
Ericales	Ericaceae	Calluna	vulgaris {(L.) Hull}				1271	NATIVE	NATIVE	EXOTIC
Ericales	Ericaceae	Daboecia	cantabrica {(Huds.) K.Koch}				1272	NATIVE		
Ericales	Ericaceae	Daboecia	azorica {Tutin & Warb.}				3614		ENDEMIC	
Ericales	Ericaceae	Erica	andevalensis {Cabezudo & Rivera}				1273	NATIVE		
Ericales	Ericaceae	Erica	arborea {L.}				1274	NATIVE		NATIVE
Ericales	Ericaceae	Erica	australis {L.}	australis {}			1275	NATIVE		
Ericales	Ericaceae	Erica	ciliaris {Loefl. ex L.}				1276	NATIVE		
Ericales	Ericaceae	Erica	cinerea {L.}				1277	NATIVE		EXOTIC
Ericales	Ericaceae	Erica	erigena {R.Ross}				1278	NATIVE		
Ericales	Ericaceae	Erica	lusitanica {Rudolphi}				1279	NATIVE		
Ericales	Ericaceae	Erica	scoparia {L.}	scoparia {}			1280	NATIVE		
Ericales	Ericaceae	Erica	tetralix {L.}				1281	NATIVE		
Ericales	Ericaceae	Erica	umbellata {Loefl. ex L.}		major {Coss.}		1282	NATIVE		
Ericales	Ericaceae	Erica	umbellata {Loefl. ex L.}		umbellata {}		1283	NATIVE		
Ericales	Ericaceae	Erica	umbellata {Loefl. ex L.}				1284			
Ericales	Ericaceae	Erica	azorica {Hochst.}				3615		ENDEMIC	
Ericales	Ericaceae	Erica	maderensis {(Benth.) Bornm.}				3616			ENDEMIC
Ericales	Ericaceae	Erica	platycodon {(Webb & Berthel.) Rivas Mart., Wildpret, del Arco,}	maderincola  {(D.C.McClint.) Rivas Mart., Capelo, J.C.Costa, Lou}			3617			ENDEMIC
Ericales	Ericaceae	Rhododendron	ponticum {L.}	baeticum {(Boiss. & Reut.) Hand.-Mazz.}			1285	NATIVE		
Ericales	Ericaceae	Rhododendron	indicum {(L.) Sweet}				3618		EXOTIC	
Ericales	Ericaceae	Rhododendron	mucronatum {G.Don}				3619			EXOTIC
Ericales	Ericaceae	Vaccinium	myrtillus {L.}				1286	NATIVE		
Ericales	Ericaceae	Vaccinium	uliginosum {L.}				1287	NATIVE		
Ericales	Ericaceae	Vaccinium	cylindraceum {Sm.}				3620		ENDEMIC	
Ericales	Ericaceae	Vaccinium	padifolium {Sm.}				3621			ENDEMIC
Ericales	Ericaceae	Corema	album {(L.) D.Don}				1264	NATIVE		
Ericales	Ericaceae	Corema	album {(L.) D.Don}	azoricum { P.Silva}			3613		ENDEMIC	
Ericales	Ericaceae	Monotropa	hypopitys {L.}				2039	NATIVE		
Ericales	Primulaceae	Anagallis	arvensis {L.}	arvensis {}			2602	NATIVE		
Ericales	Primulaceae	Anagallis	arvensis {L.}	parviflora {(Hoffmanns. & Link) Arcang.}			2603	NATIVE		
Ericales	Primulaceae	Anagallis	arvensis {L.}				2604	NATIVE	EXOTIC	NATIVE
Ericales	Primulaceae	Anagallis	crassifolia {Thore}				2605	NATIVE		
Ericales	Primulaceae	Anagallis	foemina {Mill.}				2606	NATIVE	EXOTIC	
Ericales	Primulaceae	Anagallis	monelli {L.}				2607	NATIVE		
Ericales	Primulaceae	Anagallis	tenella {(L.) L.}				2608	NATIVE	NATIVE	
Ericales	Primulaceae	Asterolinon	linum-stellatum {(L.) Duby}				2609	NATIVE		
Ericales	Primulaceae	Centunculus	minimus {L.}				2610	NATIVE	NATIVE	
Ericales	Primulaceae	Glaux	maritima {L.}				2611	NATIVE		
Ericales	Primulaceae	Lysimachia	ephemerum {L.}				2612	NATIVE		
Ericales	Primulaceae	Lysimachia	nemorum {L.}				2613	NATIVE		
Ericales	Primulaceae	Lysimachia	vulgaris {L.}				2614	NATIVE		
Ericales	Primulaceae	Lysimachia	azorica {Hornem. ex Hook.}				3910		ENDEMIC	
Ericales	Primulaceae	Primula	acaulis {(L.) L.}	acaulis {}			2615	NATIVE		
Ericales	Primulaceae	Samolus	valerandi {L.}				2616	NATIVE	NATIVE	NATIVE
Ericales	Primulaceae	Pelletiera	wilpretii {Valdés}				3911			NATIVE
Ericales	Primulaceae	Heberdenia	excelsa {(Aiton) Banks ex DC.}				3763			NATIVE
Ericales	Primulaceae	Myrsine	retusa {Aiton}				3764		ENDEMIC	
Ericales	Sapotaceae	Sideroxylon	mirmulans {R.Br.}				3955			ENDEMIC
Ericales	Theaceae	Visnea	mocanera {L.f.}				3981			NATIVE
Cucurbitales	Begoniaceae	Begonia	foliosa {Kunth}				3457		EXOTIC	
Cucurbitales	Begoniaceae	Begonia	grandis {Dryand.}				3458		EXOTIC	
Cucurbitales	Cucurbitaceae	Bryonia	dioica {Jacq.}				1136	NATIVE		
Cucurbitales	Cucurbitaceae	Ecballium	elaterium {(L.) A.Rich.}	dioicum {(Batt.) Costich}			1137	NATIVE		
Cucurbitales	Cucurbitaceae	Ecballium	elaterium {(L.) A.Rich.}	elaterium {}			1138	NATIVE		
Cucurbitales	Cucurbitaceae	Ecballium	elaterium {(L.) A.Rich.}				1139		EXOTIC	
Cucurbitales	Cucurbitaceae	Citrullus	lanatus {(L.) Schrad.}				3568		EXOTIC	
Cucurbitales	Cucurbitaceae	Sechium	edule {(Jacq.) Sw.}				3569			EXOTIC
Ranunculales	Berberidaceae	Berberis	maderensis {Lowe}				3459			ENDEMIC
Ranunculales	Papaveraceae	Ceratocapnos	claviculata {(L.) Lidén}	picta {(Samp.) Lidén}			2146	ENDEMIC		
Ranunculales	Papaveraceae	Ceratocapnos	claviculata {(L.) Lidén}	claviculata {}			2147	NATIVE		
Ranunculales	Papaveraceae	Ceratocapnos	claviculata {(L.) Lidén}				2148			
Ranunculales	Papaveraceae	Ceratocapnos	heterocarpa {Durieu}				2149	NATIVE		
Ranunculales	Papaveraceae	Chelidonium	majus {L.}				2150	NATIVE	EXOTIC	NATIVE
Ranunculales	Papaveraceae	Corydalis	cava {(L.) Schweigg. & Körte}	cava {}			2151	NATIVE		
Ranunculales	Papaveraceae	Fumaria	agraria {Lag.}				2152	NATIVE		
Ranunculales	Papaveraceae	Fumaria	bastardii {Boreau}				2153	NATIVE	EXOTIC	NATIVE
Ranunculales	Papaveraceae	Fumaria	capreolata {L.}				2154	NATIVE	EXOTIC	EXOTIC
Ranunculales	Papaveraceae	Fumaria	densiflora {DC.}				2155	NATIVE		
Ranunculales	Papaveraceae	Fumaria	faurei {(Pugsley) Lidén}				2156	NATIVE		
Ranunculales	Papaveraceae	Fumaria	muralis {Sond. ex Koch}				2157	NATIVE	EXOTIC	NATIVE
Ranunculales	Papaveraceae	Fumaria	officinalis {L.}	officinalis {}			2158	NATIVE		
Ranunculales	Papaveraceae	Fumaria	officinalis {L.}	wirtgenii {(Koch) Arcang.}			2159	NATIVE		
Ranunculales	Papaveraceae	Fumaria	officinalis {L.}				2160			
Ranunculales	Papaveraceae	Fumaria	parviflora {Lam.}				2161	NATIVE		NATIVE
Ranunculales	Papaveraceae	Fumaria	petteri {Rchb.}	calcarata {(Cadevall) Lidén & A.Soler}			2162	NATIVE		
Ranunculales	Papaveraceae	Fumaria	reuteri {Boiss.}				2163	NATIVE		
Ranunculales	Papaveraceae	Fumaria	sepium {Boiss. & Reut.}				2164	NATIVE		EXOTIC
Ranunculales	Papaveraceae	Fumaria	vaillantii {Loisel.}				2165	NATIVE		
Ranunculales	Papaveraceae	Fumaria	montana {Schmidt}				3793			NATIVE
Ranunculales	Papaveraceae	Glaucium	corniculatum {(L.) J.H.Rudolph}				2166	NATIVE		NATIVE
Ranunculales	Papaveraceae	Glaucium	flavum {Crantz}				2167	NATIVE		
Ranunculales	Papaveraceae	Hypecoum	imberbe {Sm.}				2168	NATIVE		
Ranunculales	Papaveraceae	Hypecoum	littorale {Wulfen}				2169	NATIVE		
Ranunculales	Papaveraceae	Hypecoum	procumbens {L.}				2170	NATIVE		
Ranunculales	Papaveraceae	Papaver	argemone {L.}				2171	NATIVE		
Ranunculales	Papaveraceae	Papaver	dubium {L.}				2172	NATIVE	EXOTIC	NATIVE
Ranunculales	Papaveraceae	Papaver	hybridum {L.}				2173	NATIVE		NATIVE
Ranunculales	Papaveraceae	Papaver	pinnatifidum {Moris}				2174	NATIVE	EXOTIC	NATIVE
Ranunculales	Papaveraceae	Papaver	rhoeas {L.}	rhoeas {}			2175	NATIVE	EXOTIC	NATIVE
Ranunculales	Papaveraceae	Papaver	rhoeas {L.}	strigosum {Boenn.}			2176	NATIVE	EXOTIC	NATIVE
Ranunculales	Papaveraceae	Papaver	rhoeas {L.}				2177			
Ranunculales	Papaveraceae	Papaver	somniferum {L.}	setigerum {(DC.) Arcang.}			2178	NATIVE		NATIVE
Ranunculales	Papaveraceae	Papaver	somniferum {L.}	somniferum {}			3280	EXOTIC	EXOTIC	EXOTIC
Ranunculales	Papaveraceae	Papaver	somniferum {L.}				3281			
Ranunculales	Papaveraceae	Platycapnos	spicata {(L.) Bernh.}				2179	NATIVE		
Ranunculales	Papaveraceae	Eschscholzia	californica {Cham.}				3279	EXOTIC	EXOTIC	EXOTIC
Ranunculales	Ranunculaceae	Aconitum	napellus {L.}	lusitanicum {Rouy}			2622	NATIVE		
Ranunculales	Ranunculaceae	Adonis	annua {L.}				2623	NATIVE		
Ranunculales	Ranunculaceae	Adonis	microcarpa {DC.}				2624	NATIVE		EXOTIC
Ranunculales	Ranunculaceae	Anemone	coronaria {L.}				2625	NATIVE		
Ranunculales	Ranunculaceae	Anemone	nemorosa {L.}				2626	NATIVE		
Ranunculales	Ranunculaceae	Anemone	palmata {L.}				2627	NATIVE		
Ranunculales	Ranunculaceae	Anemone	trifolia {L.}	albida {(Mariz) Ulbr.}			2628	NATIVE		
Ranunculales	Ranunculaceae	Aquilegia	vulgaris {L.}	hispanica {(Willk.) Heywood}			2629	NATIVE		
Ranunculales	Ranunculaceae	Aquilegia	vulgaris {L.}	dichroa {(Freyn) T.E.Díaz}			2630	NATIVE	EXOTIC	
Ranunculales	Ranunculaceae	Aquilegia	vulgaris {L.}				2631			
Ranunculales	Ranunculaceae	Aquilegia	vulgaris {L.}	vulgaris {}			2632	NATIVE		EXOTIC
Ranunculales	Ranunculaceae	Caltha	palustris {L.}				2633	NATIVE		
Ranunculales	Ranunculaceae	Clematis	campaniflora {Brot.}				2634	NATIVE		
Ranunculales	Ranunculaceae	Clematis	cirrhosa {L.}				2635	NATIVE		
Ranunculales	Ranunculaceae	Clematis	flammula {L.}				2636	NATIVE	EXOTIC	
Ranunculales	Ranunculaceae	Clematis	vitalba {L.}				2637	NATIVE		
Ranunculales	Ranunculaceae	Delphinium	gracile {DC.}				2638	NATIVE		
Ranunculales	Ranunculaceae	Delphinium	halteratum {Sm.}	halteratum {}			2639	NATIVE		
Ranunculales	Ranunculaceae	Delphinium	halteratum {Sm.}	verdunense {(Balb.) Graebn. & P.Graebn.}			2640	NATIVE		
Ranunculales	Ranunculaceae	Delphinium	halteratum {Sm.}				2641			
Ranunculales	Ranunculaceae	Delphinium	nanum {DC.}				2642	NATIVE		
Ranunculales	Ranunculaceae	Delphinium	pentagynum {Lam.}				2643	NATIVE		
Ranunculales	Ranunculaceae	Delphinium	staphisagria {L.}				2644	NATIVE		
Ranunculales	Ranunculaceae	Delphinium	maderense {C.Blanché}				3923			ENDEMIC
Ranunculales	Ranunculaceae	Helleborus	foetidus {L.}				2645	NATIVE		
Ranunculales	Ranunculaceae	Nigella	damascena {L.}				2646	NATIVE		EXOTIC
Ranunculales	Ranunculaceae	Nigella	gallica {Jord.}				2647	NATIVE		
Ranunculales	Ranunculaceae	Nigella	papillosa {G.López}	papillosa {}			2648	NATIVE		
Ranunculales	Ranunculaceae	Nigella	papillosa {G.López}	atlantica {(Murb.) Amich ex G.López}			2649	NATIVE	EXOTIC	
Ranunculales	Ranunculaceae	Nigella	papillosa {G.López}				2650			
Ranunculales	Ranunculaceae	Ranunculus	abnormis {Cutanda & Willk.}				2651	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	arvensis {L.}				2652	NATIVE		EXOTIC
Ranunculales	Ranunculaceae	Ranunculus	baudotii {Godr.}				2653	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	bulbosus {L.}	aleae {(Willk.) Rouy & Foucaud}			2654	NATIVE	NATIVE	EXOTIC
Ranunculales	Ranunculaceae	Ranunculus	bulbosus {L.}	bulbosus {}			2655	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	bulbosus {L.}				2656			
Ranunculales	Ranunculaceae	Ranunculus	bullatus {L.}				2657	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	bupleuroides {Brot.}				2658	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	ficaria {L.}	ficaria {}			2659	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	flammula {L.}				2660	NATIVE	NATIVE	NATIVE
Ranunculales	Ranunculaceae	Ranunculus	gramineus {L.}				2661	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	gregarius {Brot.}				2662	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	hederaceus {L.}				2663	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	henriquesii {Freyn}				2664	ENDEMIC		
Ranunculales	Ranunculaceae	Ranunculus	longipes {Lange ex Cutanda}				2665	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	macrophyllus {Desf.}				2666	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	muricatus {L.}				2667	NATIVE	EXOTIC	NATIVE
Ranunculales	Ranunculaceae	Ranunculus	nigrescens {Freyn}				2668	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	nodiflorus {L.}				2669	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	ollissiponensis {Pers.}	ollissiponensis {}			2670	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	ololeucos {J. Lloyd}				2671	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	omiophyllus {Ten.}				2672	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	ophioglossifolius {Vill.}				2673	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	paludosus {Poir.}				2674	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	parviflorus {L.}				2675	NATIVE	EXOTIC	NATIVE
Ranunculales	Ranunculaceae	Ranunculus	peltatus {Schrank}				2676	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	penicillatus {(Dumort.) Bab.}				2677	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	pseudofluitans {(Syme) Newbould ex Baker & Foggitt}				2678	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	repens {L.}				2679	NATIVE	EXOTIC	NATIVE
Ranunculales	Ranunculaceae	Ranunculus	saniculifolius {Viv.}				2680	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	sceleratus {L.}				2681	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	trichophyllus {Chaix}	eradicatus {(Laest.) C.D.K.Cook}			2682	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	trichophyllus {Chaix}	trichophyllus {}			2683	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	trichophyllus {Chaix}				2684			
Ranunculales	Ranunculaceae	Ranunculus	trilobus {Desf.}				2685	NATIVE		NATIVE
Ranunculales	Ranunculaceae	Ranunculus	tripartitus {DC.}				2686	NATIVE		
Ranunculales	Ranunculaceae	Ranunculus	acris {L.}				3924			EXOTIC
Ranunculales	Ranunculaceae	Ranunculus	cortusifolius {Willd.}	cortusifolius {}			3925		NATIVE	
Ranunculales	Ranunculaceae	Ranunculus	cortusifolius {Willd.}	major {(Lowe) Rivas Mart., Capelo, J.C.Costa, Lousã, Font}			3926			NATIVE
Ranunculales	Ranunculaceae	Ranunculus	cortusifolius {Willd.}				3927			
Ranunculales	Ranunculaceae	Ranunculus	sardous {Crantz}				3928		NATIVE	
Ranunculales	Ranunculaceae	Thalictrum	minus {L.}	matritense {(Pau) P.Monts.}			2687	NATIVE		
Ranunculales	Ranunculaceae	Thalictrum	minus {L.}	minus {}			2688	NATIVE		
Ranunculales	Ranunculaceae	Thalictrum	minus {L.}				2689			
Ranunculales	Ranunculaceae	Thalictrum	speciosissimum {L.}				2690	NATIVE		
Fagales	Betulaceae	Alnus	glutinosa {(L.) Gaertn.}				597	NATIVE	EXOTIC	
Fagales	Betulaceae	Alnus	cordata {(Loisel.) Duby}				3460		EXOTIC	
Fagales	Betulaceae	Alnus	incana {(L.) Moench}				3461		EXOTIC	
Fagales	Betulaceae	Betula	pubescens {Ehrh.}	carpatica {(Waldst. & Kit. ex Willd.) Asch. & Graebn.}			598	NATIVE		
Fagales	Betulaceae	Betula	pubescens {Ehrh.}	celtiberica {(Rothm. & Vasc.) Rivas Mart.}			599	NATIVE		
Fagales	Betulaceae	Betula	pubescens {Ehrh.}				600			
Fagales	Betulaceae	Corylus	avellana {L.}				601	NATIVE	EXOTIC	
Fagales	Fagaceae	Castanea	sativa {Mill.}				3092	EXOTIC		EXOTIC
Fagales	Fagaceae	Quercus	canariensis {Willd.}				1629	NATIVE		
Fagales	Fagaceae	Quercus	coccifera {L.}	rivasmartinezii { Capelo & J.C.Costa}			1630	ENDEMIC		
Fagales	Fagaceae	Quercus	coccifera {L.}	coccifera {}			1631	NATIVE		
Fagales	Fagaceae	Quercus	coccifera {L.}				1632			
Fagales	Fagaceae	Quercus	faginea {Lam.}	faginea {}			1633	NATIVE		
Fagales	Fagaceae	Quercus	faginea {Lam.}	broteroi {(Cout.) A.Camus}			1634	NATIVE		
Fagales	Fagaceae	Quercus	faginea {Lam.}				1635			
Fagales	Fagaceae	Quercus	faginea {Lam.}	alpestris {(Boiss.) Maire}			1636	NATIVE		
Fagales	Fagaceae	Quercus	lusitanica {Lam.}				1637	NATIVE		
Fagales	Fagaceae	Quercus	pyrenaica {Willd.}				1638	NATIVE		
Fagales	Fagaceae	Quercus	robur {L.}				1639	NATIVE		EXOTIC
Fagales	Fagaceae	Quercus	rotundifolia {Lam.}				1640	NATIVE		
Fagales	Fagaceae	Quercus	suber {L.}				1641	NATIVE		
Fagales	Myricaceae	Myrica	faya {Aiton}				2041	NATIVE	NATIVE	NATIVE
Fagales	Myricaceae	Myrica	gale {L.}				2042	NATIVE		
Fagales	Myricaceae	Myrica	serrata {Lam.}				3762		EXOTIC	
Fagales	Juglandaceae	Juglans	regia {L.}				4032	EXOTIC		
Boraginales	Boraginaceae	Anchusa	arvensis {(L.) M.Bieb.}	arvensis {}			605	NATIVE		
Boraginales	Boraginaceae	Anchusa	calcarea {Boiss.}	calcarea {}			606	NATIVE		
Boraginales	Boraginaceae	Anchusa	azurea {Mill.}				607	NATIVE		NATIVE
Boraginales	Boraginaceae	Anchusa	undulata {L.}	granatensis {(Boiss.) Valdés}			608	NATIVE		
Boraginales	Boraginaceae	Anchusa	undulata {L.}	undulata {}			609	NATIVE		
Boraginales	Boraginaceae	Anchusa	undulata {L.}				610			
Boraginales	Boraginaceae	Borago	officinalis {L.}				611	NATIVE	EXOTIC	EXOTIC
Boraginales	Boraginaceae	Buglossoides	arvensis {(L.) I.M.Johnston}	occidentalis { Franco}			612	NATIVE		
Boraginales	Boraginaceae	Cerinthe	gymnandra {Gasp.}				613	NATIVE		
Boraginales	Boraginaceae	Cerinthe	major {L.}				614	NATIVE		
Boraginales	Boraginaceae	Cynoglossum	cheirifolium {L.}				615	NATIVE		
Boraginales	Boraginaceae	Cynoglossum	clandestinum {Desf.}				616	NATIVE		
Boraginales	Boraginaceae	Cynoglossum	creticum {Mill.}				617	NATIVE	EXOTIC	NATIVE
Boraginales	Boraginaceae	Echium	boissieri {Steud.}				618	NATIVE		
Boraginales	Boraginaceae	Echium	creticum {L.}	coincyanum {(Lacaita) R.Fern.}			619	NATIVE		
Boraginales	Boraginaceae	Echium	gaditanum {Boiss.}				620	NATIVE		
Boraginales	Boraginaceae	Echium	lusitanicum {L.}				621	NATIVE		
Boraginales	Boraginaceae	Echium	plantagineum {L.}				622	NATIVE	EXOTIC	NATIVE
Boraginales	Boraginaceae	Echium	rosulatum {Lange}	davaei {Rouy}			623	ENDEMIC		
Boraginales	Boraginaceae	Echium	rosulatum {Lange}	rosulatum {}			624	NATIVE		
Boraginales	Boraginaceae	Echium	rosulatum {Lange}				625			
Boraginales	Boraginaceae	Echium	salmanticum {Lag.}				626	NATIVE		
Boraginales	Boraginaceae	Echium	tuberculatum {Hoffmanns. & Link}				627	NATIVE		
Boraginales	Boraginaceae	Echium	vulgare {L.}	vulgare {}			628	NATIVE		
Boraginales	Boraginaceae	Echium	vulgare {L.}	pustulatum {(Sm.) Em.Schmid & Gams}			629	NATIVE		
Boraginales	Boraginaceae	Echium	vulgare {L.}				630			
Boraginales	Boraginaceae	Echium	arenarium {Guss.}				3266	UNCERTAIN		
Boraginales	Boraginaceae	Echium	parviflorum {Moench}				3267	EXOTIC		
Boraginales	Boraginaceae	Echium	candicans {L.f.}				3467			ENDEMIC
Boraginales	Boraginaceae	Heliotropium	curassavicum {L.}				631	EXOTIC	EXOTIC	
Boraginales	Boraginaceae	Heliotropium	europaeum {L.}				632	NATIVE	EXOTIC	NATIVE
Boraginales	Boraginaceae	Heliotropium	supinum {L.}				633	NATIVE		
Boraginales	Boraginaceae	Heliotropium	amplexicaule {Vahl}				3468			
Boraginales	Boraginaceae	Heliotropium	ramosissimum {(Lehm.) DC.}				3469			NATIVE
Boraginales	Boraginaceae	Lithodora	prostrata {(Loisel.) Griseb.}	lusitanica {(Samp.) Valdés}			634	NATIVE		
Boraginales	Boraginaceae	Lithodora	prostrata {(Loisel.) Griseb.}	prostrata {}			635	NATIVE		
Boraginales	Boraginaceae	Lithodora	prostrata {(Loisel.) Griseb.}				636			
Boraginales	Boraginaceae	Lithospermum	officinale {L.}				637	NATIVE		
Boraginales	Boraginaceae	Myosotis	arvensis {(L.) Hill}	arvensis {}			638	NATIVE	EXOTIC	NATIVE
Boraginales	Boraginaceae	Myosotis	balbisiana {Jord.}				639	NATIVE		
Boraginales	Boraginaceae	Myosotis	debilis {Pomel}				640	NATIVE		
Boraginales	Boraginaceae	Myosotis	discolor {Pers.}	discolor {}			641	NATIVE	EXOTIC	
Boraginales	Boraginaceae	Myosotis	discolor {Pers.}	dubia {(Arrond.) Blaise}			642	NATIVE	EXOTIC	
Boraginales	Boraginaceae	Myosotis	discolor {Pers.}				643			
Boraginales	Boraginaceae	Myosotis	laxa {Lehm.}	caespitosa {(C.F.Schultz) Nordh.}			644	NATIVE		
Boraginales	Boraginaceae	Myosotis	persoonii {Rouy}				645	NATIVE		
Boraginales	Boraginaceae	Myosotis	ramosissima {Rochel}	globularis {(Samp.) Grau}			646	NATIVE		
Boraginales	Boraginaceae	Myosotis	ramosissima {Rochel}	ramosissima {}			647	NATIVE	EXOTIC	
Boraginales	Boraginaceae	Myosotis	ramosissima {Rochel}				648			
Boraginales	Boraginaceae	Myosotis	secunda {Al.Murray}				649	NATIVE		NATIVE
Boraginales	Boraginaceae	Myosotis	stolonifera {(DC.) Leresche & Levier}				650	NATIVE	EXOTIC	NATIVE
Boraginales	Boraginaceae	Myosotis	stricta {Roem. & Schult.}				651	NATIVE		
Boraginales	Boraginaceae	Myosotis	welwitschii {Boiss. & Reut.}				652	NATIVE		
Boraginales	Boraginaceae	Myosotis	azorica {H.C.Watson}				3470		ENDEMIC	
Boraginales	Boraginaceae	Myosotis	discolor {Pers.}	canariensis {(Pit.) Grau}			3471			NATIVE
Boraginales	Boraginaceae	Myosotis	maritima {Hochst. ex Seub.}				3472		ENDEMIC	
Boraginales	Boraginaceae	Myosotis	sylvatica {Hoffm.}				3473			EXOTIC
Boraginales	Boraginaceae	Neatostema	apulum {(L.) I.M.Johnston}				653	NATIVE		
Boraginales	Boraginaceae	Nonea	vesicaria {(L.) Rchb.}				654	NATIVE		
Boraginales	Boraginaceae	Nonea	micrantha {Boiss. & Reut.}				4057	NATIVE		
Boraginales	Boraginaceae	Omphalodes	kuzinskyanae {Willk.}				655	ENDEMIC		
Boraginales	Boraginaceae	Omphalodes	linifolia {(L.) Moench}				656	NATIVE		
Boraginales	Boraginaceae	Omphalodes	nitida {Hoffmanns. & Link}				657	NATIVE		
Boraginales	Boraginaceae	Pentaglottis	sempervirens {(L.) L.H.Bailey}				658	NATIVE		
Boraginales	Boraginaceae	Pulmonaria	longifolia {(Bastard) Boreau}				659	NATIVE		
Boraginales	Boraginaceae	Onosma	tricerosperma {Lag.}	tricerosperma {}			3247	NATIVE		
Boraginales	Boraginaceae	Symphytum	×uplandicum {Nyman}				3474		EXOTIC	
Boraginales	Boraginaceae	Wigandia	caracasana {Kunth}				3677			EXOTIC
Brassicales	Brassicaceae	Alliaria	petiolata {(M.Bieb.) Cavara & Grande}				660	NATIVE		
Brassicales	Brassicaceae	Alyssum	alyssoides {(L.) L.}				661	NATIVE		
Brassicales	Brassicaceae	Alyssum	granatense {Boiss. & Reut.}				662	NATIVE		
Brassicales	Brassicaceae	Alyssum	minutum {DC.}				663	NATIVE		
Brassicales	Brassicaceae	Alyssum	serpyllifolium {Desf.}	lusitanicum {Dudley & P. Silva}			664	NATIVE		
Brassicales	Brassicaceae	Alyssum	simplex {Rudolphi}				665	NATIVE		
Brassicales	Brassicaceae	Arabidopsis	thaliana {(L.) Heynh.}		thaliana {}		666	NATIVE	EXOTIC	NATIVE
Brassicales	Brassicaceae	Arabis	beirana {P.Silveira, Paiva & N.Marcos}				667	ENDEMIC		
Brassicales	Brassicaceae	Arabis	glabra {(L.) Bernh.}				668	NATIVE		
Brassicales	Brassicaceae	Arabis	juressi {Rothm.}				669	NATIVE		
Brassicales	Brassicaceae	Arabis	planisiliqua {(Pers.) Rchb.}				670	NATIVE		
Brassicales	Brassicaceae	Arabis	sadina {(Samp.) Cout.}				671	ENDEMIC		
Brassicales	Brassicaceae	Arabis	stenocarpa {Boiss. & Reut.}				672	NATIVE		
Brassicales	Brassicaceae	Arabis	verna {(L.) R.Br.}				673	NATIVE		
Brassicales	Brassicaceae	Arabis	alpina {L.}	caucasica {(Willd.) Briq.}			3476			NATIVE
Brassicales	Brassicaceae	Barbarea	intermedia {Boreau}				674	NATIVE		
Brassicales	Brassicaceae	Barbarea	verna {(Mill.) Asch.}				675	NATIVE	EXOTIC	EXOTIC
Brassicales	Brassicaceae	Barbarea	vulgaris {R.Br.}				676	NATIVE		
Brassicales	Brassicaceae	Biscutella	auriculata {L.}				677	NATIVE		
Brassicales	Brassicaceae	Biscutella	sempervirens {L.}	vicentina {(Samp.) Malag.}			678	NATIVE		
Brassicales	Brassicaceae	Biscutella	valentina {(Loefl. ex L.) Heywood}	valentina {}			679	NATIVE		
